Year ,KLK_Reconstruction_Flow_AF,KLK_Lower_50_Percent_Flow_AF,KLK_Upper_50_Percent_Flow_AF,TRN_Reconstruction_Flow_AF,TRN_Lower_50_Percent_Flow_AF,TRN_Upper_50_Percent_Flow_AF,KFL_Reconstruction_Precip_Inches,KFL_Lower_50_Percent_Precip_Inches,KFL_Upper_50_Percent_Precip_Inches,KFS_Reconstruction_Precip_Inches,KFS_Lower_50_Percent_Precip_Inches,KFS_Upper_50_Percent_Precip_Inches,WEA_Reconstruction_Precip_Inches,WEA_Lower_50_Percent_Precip_Inches,WEA_Upper_50_Percent_Precip_Inches,YRK_Reconstruction_Precip_Inches,YRK_Lower_50_Percent_Precip_Inches,YRK_Upper_50_Percent_Precip_Inches,FTO_Reconstruction_Flow_AF,FTO_Lower_50_Percent_Flow_AF,FTO_Upper_50_Percent_Flow_AF,YRS_Reconstruction_Flow_AF,YRS_Lower_50_Percent_Flow_AF,YRS_Upper_50_Percent_Flow_AF,AMF_Reconstruction_Flow_AF,AMF_Lower_50_Percent_Flow_AF,AMF_Upper_50_Percent_Flow_AF,SBB_Reconstruction_Flow_AF,SBB_Lower_50_Percent_Flow_AF,SBB_Upper_50_Percent_Flow_AF,SAC4_Reconstruction_Flow_AF,SAC4_Lower_50_Percent_Flow_AF,SAC4_Upper_50_Percent_Flow_AF,SNS_Reconstruction_Flow_AF,SNS_Lower_50_Percent_Flow_AF,SNS_Upper_50_Percent_Flow_AF,TLG_Reconstruction_Flow_AF,TLG_Lower_50_Percent_Flow_AF,TLG_Upper_50_Percent_Flow_AF,MRC_Reconstruction_Flow_AF,MRC_Lower_50_Percent_Flow_AF,MRC_Upper_50_Percent_Flow_AF,SJF_Reconstruction_Flow_AF,SJF_Lower_50_Percent_Flow_AF,SJF_Upper_50_Percent_Flow_AF,SJQ4_Reconstruction_Flow_AF,SJQ4_Lower_50_Percent_Flow_AF,SJQ4_Upper_50_Percent_Flow_AF
1746,1038700,883440,1183700,1718600,1475500,1943600,15.748,14.161,17.554,15.118,13.269,16.717,43.869,38.335,49.064,18.465,15.806,21.282,5807200,4847900,6991800,3007300,2549300,3559600,3510300,3020400,4275500,10270000,8752400,12196000,22744000,19218000,26665000,1552800,1275600,1861800,2533900,2143400,2955800,1336300,1080700,1603000,2527700,2161600,3006000,8413900,6966700,9910500
1747,1189400,1046500,1335700,1857600,1587200,2091700,13.858,12.177,15.73,15.039,13.323,16.827,41.918,36.457,47.485,19.352,16.626,22.152,6971700,5980000,8583900,3680400,3221400,4407400,4562600,3898700,5677200,11847000,10264000,13770000,27063000,23277000,32028000,1973900,1627900,2457300,3238700,2749500,3814600,1678800,1361500,2028400,3127100,2683100,3712100,9795000,8113400,11582000
1748,1222700,1080200,1354500,1092200,871890,1341800,14.803,13.147,16.629,13.425,11.642,14.884,29.059,24.009,34.64,16.692,13.764,19.672,3431400,2711200,4079400,1793800,1454700,2132800,1831300,1438700,2285500,6657700,5428000,7801300,13900000,11376000,16101000,711210,576550,844800,1326000,1101800,1503600,632650,503400,739250,1188200,998840,1364400,3987500,3276100,4549100
1749,1207800,1071000,1338400,1629700,1382200,1894500,14.803,13.051,16.291,15.157,13.358,16.626,38.991,34.181,44.386,18.759,15.936,21.655,4811200,3835600,5779800,2451500,2000400,2899800,2950700,2503800,3603200,9652500,8163200,11561000,19791000,16334000,23254000,1245300,1020100,1462200,1932800,1626100,2216500,1009300,795960,1187900,1870700,1575900,2201600,5737300,4713200,6631400
1750,1464600,1325200,1603600,1456200,1200700,1676700,16.89,15.176,18.547,16.378,14.693,18.012,40.037,35.16,45.188,20.659,17.861,23.922,4663100,3692000,5602200,2612200,2154900,3087200,2803000,2360600,3432500,8760700,7317800,10479000,18604000,15177000,21871000,1230300,1007600,1444300,2008600,1691100,2311000,1102200,877270,1307300,2088300,1771100,2475200,6039000,4964600,6985600
1751,928100,791290,1071800,1185400,941490,1391500,10.748,9.0265,12.323,11.26,9.805,12.956,33.919,28.099,38.818,13.818,10.924,16.646,3719400,2915000,4445100,2100300,1700800,2496400,2579200,2141300,3178500,7296100,5962600,8627900,15311000,12423000,17898000,1036300,843820,1223400,1697200,1420700,1936200,784130,619950,911220,1544100,1295800,1787100,4755000,3904700,5452300
1752,1362400,1224000,1512700,1348000,1101000,1608900,14.291,12.751,16.184,14.882,13.059,16.49,36.204,30.95,41.491,19.737,16.882,22.426,4637800,3668900,5571100,2553800,2095000,3018400,3237600,2773600,3945200,8553400,7131200,10211000,18311000,14904000,21523000,1233600,1010300,1448200,1954800,1645000,2243700,929610,733640,1082900,1695600,1422800,1971400,5654400,4643700,6530900
1753,815260,672590,945210,1158000,925850,1399600,9.7244,7.8951,11.557,9.7244,8.016,11.255,33.494,27.688,38.811,12.676,9.8592,15.668,4033800,3146100,4838800,2265900,1842100,2689500,2445800,2010200,3025200,7967500,6569600,9462600,16927000,13744000,19890000,1180400,965650,1386100,1839200,1545200,2105900,955720,753820,1116600,1586700,1331600,1837400,5296400,4342800,6097200
1754,1347600,1210900,1493900,1300900,1050900,1553000,14.843,13.072,16.329,13.268,11.781,15.041,36.026,30.76,42.102,18.956,16.485,22.074,3695100,2897800,4414300,2234300,1814500,2653600,2357200,1926200,2922500,6485400,5307800,7565300,14887000,12108000,17357000,947430,771570,1120300,1492000,1244300,1694100,696580,552960,811220,1256600,1056000,1442200,4438500,3650900,5078900
1755,1246600,1114400,1365800,1043200,807990,1285300,13.701,12.264,15.581,14.646,13.161,16.512,27.997,22.687,33.68,15.518,12.686,18.51,3372400,2669400,4005200,1711500,1389200,2033200,1864900,1469700,2326100,6743500,5487800,7919000,14374000,11728000,16702000,739870,600310,877350,1145300,949310,1307900,524590,421620,617620,1035400,872180,1193300,3314500,2729200,3784600
1756,781490,622960,924900,548430,302500,783960,10.669,8.7663,12.229,9.3307,7.5056,10.955,20.71,15.702,26.287,11.135,8.3511,14.143,2200800,1878500,2545100,1037000,881230,1229900,1162200,840420,1456900,4831700,4222500,5258600,9618200,8608200,10206000,480160,399280,587730,858120,725530,1005800,480540,389790,567430,926230,784700,1069900,2921000,2429500,3335100
1757,768400,629820,915900,906440,663910,1152300,11.457,9.7206,13.192,11.181,9.4151,12.756,30.896,25.486,35.925,14.268,11.412,16.764,2611500,2145700,3058300,1379800,1131500,1640200,1286600,948940,1615600,5208200,4460200,5784500,10481000,9470500,11068000,601280,489480,722840,993170,830290,1148100,501200,404700,590970,890590,756160,1029700,3009500,2496800,3436100
1758,839200,681080,977850,1135700,897630,1369500,14.449,12.814,16.109,14.449,12.823,16.066,34.175,29.129,39.59,15.726,12.941,18.579,4102600,3200600,4922000,2356600,1918800,2792200,2356900,1925900,2922100,7884100,6488800,9357800,16438000,13338000,19302000,1151000,940760,1352500,1723400,1443800,1968200,992000,781790,1164800,1794400,1507400,2106100,5654200,4643600,6530700
1759,980140,838160,1117300,1116400,883750,1352900,12.126,10.471,13.843,12.323,10.538,13.976,31.366,25.988,36.304,16.598,13.922,19.45,3670300,2880200,4382800,2073900,1678800,2465800,2233500,1810800,2773400,6803000,5535300,8000400,14598000,11894000,16989000,962500,783720,1137900,1408200,1172100,1597200,821940,648610,954620,1451900,1218600,1676100,5250700,4304700,6043700
1760,692200,545720,837620,1097900,870050,1316400,11.85,10.149,13.617,13.386,11.512,14.937,34.656,29.437,40.56,14.605,12.081,17.901,3771000,2951500,4510600,2168400,1757400,2576300,2474600,2037900,3058300,7628800,6256000,9039800,15530000,12592000,18178000,1204300,985790,1413600,1743900,1461800,1993200,977180,770360,1145000,1845400,1553200,2171000,5846800,4804200,6759500
1761,976760,835410,1114200,1388600,1154100,1639700,15.354,13.539,17.102,16.811,14.88,18.515,38.733,33.747,44.643,20.327,17.679,23.068,5827900,4868300,7017400,3097900,2638700,3668300,3330000,2857000,4056900,10358000,8835800,12286000,22213000,18705000,26047000,1455900,1194500,1727900,2258000,1906700,2616600,1054700,835390,1245700,1951200,1648200,2302400,6774400,5597300,7899100
1762,1465500,1319900,1590600,1227900,1004100,1448100,16.457,14.993,18.455,13.78,12.117,15.551,34.098,28.511,38.936,18.383,15.539,21.087,3739300,2929100,4470300,2112800,1711100,2510800,2508000,2070600,3096700,7374800,6031500,8724900,15149000,12303000,17692000,946400,770720,1119100,1574100,1314800,1789100,824810,650760,958120,1514100,1270300,1751800,4967100,4073200,5703100
1763,1266700,1119600,1387100,1348100,1089900,1578900,15.433,13.7,17.062,14.331,12.563,15.982,34.5,29.469,39.761,17.887,15.172,20.665,4558300,3596500,5473600,2695400,2239700,3185600,3423900,2942200,4170800,8464400,7048300,10097000,18664000,15232000,21941000,1367900,1121200,1611200,2142900,1807600,2472600,1111200,885290,1319100,1933200,1632000,2279800,7052600,5836200,8245000
1764,747420,607300,878610,886510,672170,1138600,9.6063,7.6201,11.346,10.433,8.8865,12.141,25.705,20.449,30.806,13.061,10.201,15.586,3835700,2997300,4592800,2018900,1633800,2402200,2329900,1900800,2890000,6868900,5589700,8090800,15400000,12489000,18011000,935190,761520,1106000,1514900,1264000,1720700,833720,657640,968690,1451500,1218400,1675700,5143100,4215000,5916800
1765,1093000,945260,1226400,412700,167820,630040,12.638,10.959,14.242,13.898,12.19,15.587,22.494,17.521,27.753,15.448,12.799,18.551,2081900,1802000,2396900,894210,777490,1058300,986100,689110,1231800,5100200,4392000,5632900,8619400,7609400,9206900,372360,319000,466700,777480,662980,920580,332040,282130,398070,675330,583400,786540,2263600,1926500,2583500
1766,968570,798640,1113100,1301500,1067600,1546900,14.213,12.394,15.936,13.386,11.844,15.25,41.761,36.814,47.372,18.395,15.411,21.293,4410800,3467000,5293600,2588800,2130900,3059500,3034900,2585900,3702000,9027900,7570900,10820000,17985000,14626000,21139000,1365900,1119500,1608600,2303500,1945700,2673500,1374200,1112600,1649500,2495700,2133500,2968400,7686900,6366300,9024500
1767,817940,679820,971540,1522600,1306400,1773200,11.339,9.5548,13.246,11.496,9.8033,13.036,39.044,33.143,44.443,17.052,14.016,19.895,5101300,4131500,6124400,2731300,2276000,3228300,3109400,2655600,3791000,9447300,7967900,11335000,21117000,17606000,24771000,1389600,1139200,1639300,2097300,1768000,2416800,1181100,946690,1408700,2164300,1839500,2567900,7324100,6064800,8579500
1768,1384900,1226900,1516900,1678100,1444200,1934500,16.732,15.057,18.494,16.299,14.618,18.028,38.497,32.816,43.721,22.847,20.052,25.845,6084100,5121000,7334800,3125500,2665900,3701300,3423000,2941400,4169700,10929000,9381100,12857000,23164000,19621000,27154000,1438700,1180200,1705000,2355600,1990500,2737900,1203000,965970,1436600,2267400,1932000,2693700,7171500,5937100,8391700
1769,1180500,1039800,1320500,1934200,1715400,2184900,16.181,14.489,18.088,13.898,12.092,15.637,47.323,42.629,52.849,21.799,18.936,24.559,6742800,5760900,8231200,3510800,3049200,4179100,3875300,3341500,4717800,11041000,9488900,12968000,25434000,21778000,29884000,1647500,1355200,1994100,2478300,2095700,2888100,1334100,1078800,1600100,2396700,2046600,2851400,7777500,6441200,9135500
1770,1196300,1056100,1335500,638230,401710,866890,13.031,11.189,14.784,12.874,11.108,14.545,23.75,17.589,29.094,11.61,8.9388,14.446,2560900,2112400,2995000,1307300,1078400,1553700,1543400,1173900,1941600,6150700,5074800,7106600,10542000,9532400,11130000,618360,502240,741840,1188100,985200,1352900,510990,411780,602130,1045100,879950,1204200,3461200,2844100,3951200
1771,1303300,1164200,1443100,1634400,1382600,1857200,14.685,12.907,16.431,13.976,12.509,15.804,39.03,33.975,44.061,20.336,17.862,23.43,5851300,4891400,7046400,2872500,2416300,3397600,3316000,2844300,4040000,9402900,7925800,11281000,22000000,18491000,25799000,1333000,1092400,1567500,2352700,1987900,2734300,1339000,1083000,1606200,2507400,2143700,2982100,7292000,6038000,8540000
1772,1387100,1246800,1524300,1349900,1104700,1573500,13.071,11.327,14.871,14.488,12.771,16.211,28.256,23.515,34.174,19.574,16.717,22.568,4807600,3831900,5775500,2565600,2107100,3032200,2608900,2170800,3212700,9446100,7966700,11334000,19877000,16422000,23354000,1202500,984330,1411600,1972100,1659700,2265400,948920,748590,1107700,1771600,1487700,2075100,5447300,4469000,6276800
1773,1320300,1178500,1462400,1631300,1395400,1875600,17.362,15.704,18.919,17.047,15.293,18.695,42.394,37.118,48.056,23.716,21.223,26.733,4600500,3634900,5525300,2701000,2245500,3192400,2719700,2279800,3338400,9063700,7604800,10865000,18712000,15276000,21998000,1254500,1027700,1473200,1943000,1634800,2229000,890070,702180,1034400,1743500,1463700,2036500,5782500,4750700,6684300
1774,1114200,976800,1256300,1530300,1286600,1761600,14.409,12.724,16.059,12.717,10.994,14.481,36.496,31.188,41.333,18.917,15.845,21.655,5844500,4884600,7038000,3236500,2775700,3834200,3848400,3317600,4685200,10277000,8758600,12203000,23008000,19472000,26973000,1558000,1280000,1869100,2414200,2040700,2809600,1340400,1084100,1607900,2462300,2104300,2929000,7409400,6136000,8684400
1775,937030,805240,1086300,1112400,846430,1348500,12.441,10.599,14.225,14.134,12.521,15.781,28.675,23.483,33.858,14.803,12.024,17.853,4795300,3819100,5761000,2734200,2279000,3231800,2838400,2394600,3472500,9067200,7608100,10870000,19860000,16404000,23335000,1214600,994460,1425700,1893900,1592600,2170100,923150,728540,1074600,1731600,1453500,2020200,5611700,4607600,6478500
1776,514560,375100,649500,169250,-84123,391730,9.2126,7.6057,10.888,9.9606,8.1793,11.655,14.452,8.7426,19.979,8.6213,5.803,11.266,2256500,1914500,2614800,971400,833570,1151200,1377000,1027800,1730800,4749700,4170800,5145000,10000000,8990000,10587000,501250,414980,611410,883530,745240,1032700,435200,357040,515750,892410,757620,1031800,2796800,2334700,3193200
1777,685330,532000,822440,604690,377750,827720,13.622,11.905,15.308,13.976,12.479,15.775,26.021,20.682,31.378,14.752,11.849,17.397,1865400,1663100,2127100,833300,733230,984990,787980,514800,977010,4416800,3962300,4702000,8187700,7177700,8775100,287550,243920,371680,563270,484990,695400,316310,268010,380120,575570,502870,673750,1893200,1639400,2160100
1778,723120,587260,866300,1185700,944710,1403300,11.142,9.3957,12.749,12.638,10.91,14.368,34.243,29.09,39.714,16.348,13.597,19.523,2866900,2314600,3377800,1491600,1214600,1773400,1429400,1073500,1797100,6006000,4974900,6907800,11883000,9905800,13562000,659030,533360,787230,1036400,863770,1193500,600190,478260,702900,1024200,863140,1180500,3300400,2718500,3768600
1779,928900,789940,1053800,1537200,1269400,1777100,13.071,11.247,14.701,13.071,11.459,14.547,36.078,30.884,41.34,19.786,16.897,22.6,5017800,4046400,6024500,2828200,2372600,3344400,2632600,2194300,3239600,9630900,8142600,11539000,19439000,15981000,22848000,1231100,1008300,1445200,1829700,1536900,2094700,1230400,989990,1471200,1980100,1674000,2338400,6016500,4945300,6958000
1780,1157100,1016900,1292000,996590,761170,1227000,15.63,13.88,17.204,14.882,13.213,16.552,29.24,23.571,34.234,17.7,14.698,20.533,3597600,2828800,4290800,1974700,1598900,2351000,1884800,1488100,2350100,7314700,5978800,8650800,14674000,11950000,17085000,914140,744260,1081400,1560400,1303000,1773200,792530,626320,920800,1430900,1201200,1649600,4731900,3886300,5425000
1781,970480,832780,1117000,1300900,1041200,1527000,14.291,12.604,16.031,13.74,11.949,15.426,38.85,33.071,44.214,19.794,16.948,22.653,4699000,3724700,5646100,2482300,2027400,2935500,2181700,1762700,2710400,7998600,6599700,9501800,17534000,14249000,20605000,1059900,863850,1250000,1619100,1353400,1841700,893250,704760,1038000,1466300,1230600,1693800,4881200,4004900,5601500
1782,1172700,1029700,1309300,694200,468730,916690,13.268,11.449,14.974,13.858,12.146,15.404,26.854,21.731,32.368,16.415,13.671,19.423,2192900,1873500,2535300,995860,851340,1180600,624480,351300,766970,5045500,4357500,5556500,8583300,7573300,9170700,326800,283180,415550,617610,537800,752370,280090,231790,338730,474160,411070,559190,1767600,1541700,2016800
1783,792010,667060,949770,358550,117070,602050,8.9764,7.182,10.782,8.5433,6.89,10.193,19.987,14.36,24.921,8.8393,6.1159,11.355,1359400,1323700,1499000,632640,587290,743590,607580,334400,745290,3989400,3694800,4274600,6160900,5150900,6748400,271950,228320,354260,583450,505170,716560,255350,207050,310460,493370,430280,580900,1697000,1486600,1936200
1784,956280,825430,1105400,1849800,1622500,2099600,14.488,12.561,16.13,14.567,12.71,16.188,46.168,40.986,51.462,20.692,17.904,23.817,6698300,5718400,8162900,3621800,3161800,4328300,3220000,2757800,3924000,12694000,11082000,14611000,26100000,22391000,30765000,1837000,1513900,2262200,2816400,2386100,3298800,1736200,1408100,2101100,2853900,2445700,3389100,8755700,7251000,10323000
1785,953180,800860,1092200,1843000,1606300,2086600,11.496,9.7765,13.23,10.039,8.4305,11.616,41.694,36.058,47.543,16.531,13.448,19.35,6748800,5766600,8240400,3277900,2816800,3883800,3688600,3175900,4491600,12132000,10539000,14054000,25784000,22100000,30348000,1642700,1351100,1987400,2633200,2228500,3076400,1475900,1197000,1774400,2601700,2226300,3092700,8328900,6895900,9808100
1786,946330,819500,1099800,1440200,1207500,1683600,12.244,10.4,13.982,12.323,10.512,13.987,41.33,36.11,46.681,15.991,13.37,18.926,4678100,3705600,5620500,2528700,2069300,2989300,2886000,2440500,3527900,9872300,8373200,11787000,19156000,15699000,22521000,1257500,1030100,1476800,1990000,1674900,2288100,1010400,796870,1189400,1783600,1498000,2091700,6385500,5262700,7412700
1787,1083500,942240,1227000,1347200,1116900,1565400,12.913,11.278,14.788,13.78,12.01,15.427,34.148,28.869,39.036,16.929,14.123,19.841,6504000,5533000,7864600,3083200,2624200,3650600,3296400,2826500,4016200,11138000,9581600,13064000,24678000,21073000,28939000,1490600,1223500,1775700,2471800,2090100,2880200,1517000,1230400,1825600,2465800,2107400,2933200,7964500,6595600,9363900
1788,1158600,1015200,1289700,994150,765770,1231300,12.402,10.584,14.073,12.441,10.726,14.164,30.688,25.641,35.8,15.468,12.685,18.388,2642000,2165600,3096400,1387400,1137000,1649200,1207000,879510,1514000,6416200,5259500,7470400,10974000,9963900,11788000,601750,489830,723360,1063000,884320,1221400,479510,389040,566260,940110,795810,1085600,3141800,2597500,3587200
1789,1176800,1041000,1319600,2029900,1775200,2255500,16.969,15.129,18.613,17.283,15.743,19.065,47.948,43.004,52.834,24.623,21.737,27.882,7000300,6007800,8628000,3669000,3209800,4392000,4137900,3566000,5054400,13676000,12030000,15579000,26979000,23200000,31919000,1921000,1583900,2381800,3162800,2684200,3721500,1831600,1485600,2222300,3280800,2817000,3895900,10153000,8410700,12019000
1790,1179100,1043000,1320800,2037200,1791200,2263600,16.063,14.468,17.703,15.512,13.892,17.204,44.308,39.324,50.177,22.401,19.652,25.335,7438200,6434400,9303500,3886300,3432200,4687900,4080000,3520700,4970200,14316000,12649000,16195000,29375000,25427000,35034000,2154000,1777500,2717800,3321800,2820800,3916700,1806100,1464900,2189900,3140600,2694900,3728100,10892000,9022000,12922000
1791,1386600,1243600,1524600,1644500,1431900,1876000,15.866,14.22,17.833,16.811,15.238,18.611,36.676,30.618,41.464,22.525,19.923,25.494,6069600,5106700,7316900,2779100,2323900,3285600,2772000,2330700,3397700,10772000,9231400,12702000,22317000,18808000,26168000,1304300,1068600,1533500,2155000,1818100,2487800,1073300,851810,1269700,1970000,1665000,2325800,7080400,5860000,8279400
1792,1094800,950970,1229700,1895800,1660900,2150200,11.693,10.018,13.464,12.047,10.33,13.681,39.85,35.029,44.98,19.594,16.729,22.62,6844000,5857500,8386700,3631000,3171100,4340700,4284700,3681600,5267800,12469000,10864000,14388000,26708000,22950000,31564000,1995600,1646000,2488500,3147800,2671300,3703100,1690800,1371200,2043700,3101400,2660800,3681600,9595500,7947900,11340000
1793,705220,567220,852880,1225700,1022900,1487200,7.9134,6.187,9.6194,8.7402,7.096,10.376,32.071,26.402,37.486,11.674,8.7052,14.266,4506300,3549100,5409800,2433400,1984500,2879000,2530300,2092700,3122300,8717700,7279000,10423000,17735000,14416000,20842000,1186600,970870,1393200,1956800,1646700,2246200,958790,756190,1120600,1588400,1333000,1839500,5548900,4554700,6401500
1794,1076000,932150,1224200,560460,320720,789370,10.039,8.3224,11.846,10.551,8.8554,12.332,20.16,15.203,25.434,10.247,7.3951,13.162,2685900,2194600,3151400,1323800,1090500,1573400,1410200,1056700,1772800,5548600,4677600,6262500,11468000,9625900,12956000,565640,462920,683190,1014400,846740,1170400,467590,380440,552680,854060,726870,988460,2918000,2427100,3331600
1795,828490,690250,962950,418120,205860,652330,10.394,8.6421,12.177,12.756,11.166,14.323,23.181,18.226,28.411,13.373,10.244,16.084,1485700,1420000,1655700,500510,464590,585170,453400,180220,547420,4000500,3701800,4285700,6209300,5199200,6796700,188530,144900,261100,440460,362170,566590,179480,131180,223730,307770,244690,372130,1185300,977090,1352100
1796,1108600,963630,1250700,694580,443840,944540,16.535,14.753,18.185,15.906,14.09,17.385,30.501,25.397,35.344,20.213,17.315,22.963,2496500,2070400,2914500,1237600,1027300,1470400,1133900,815990,1420800,5628200,4728900,6374600,10005000,8995300,10593000,501280,415000,611440,997870,833940,1153000,511300,412000,602480,907360,769590,1048600,3025600,2509000,3454500
1797,799480,659990,944040,1488500,1237300,1716700,13.268,11.634,15.292,13.622,11.98,15.556,38.742,33.526,43.455,21.743,18.76,24.704,5272400,4298500,6332300,2781900,2326700,3288900,2338000,1908300,2899800,9529400,8045600,11434000,20024000,16568000,23524000,1298100,1063500,1526200,2053200,1729800,2364700,1256500,1012700,1503900,2144700,1821900,2544000,6350500,5232000,7369600
1798,1038400,902400,1174200,1622000,1388100,1876000,15.118,13.387,16.954,13.976,12.487,15.737,40.164,34.95,45.127,23.349,20.494,26.005,5587400,4625200,6720300,2988400,2530600,3536900,2867200,2422300,3506100,10138000,8626000,12059000,21472000,17962000,25184000,1391700,1140900,1642000,2374300,2006500,2760700,1379800,1117200,1656300,2467200,2108500,2934800,7668300,6350900,9001800
1799,1227200,1083300,1364000,1770000,1540000,1995700,16.181,14.748,18.187,14.528,12.927,16.4,40.093,34.464,45.129,21.307,18.25,24.223,7123500,6127100,8818000,3540700,3079400,4219200,3908700,3371100,4758200,11658000,10081000,13581000,26874000,23103000,31781000,1716700,1413400,2091500,2607100,2206100,3044700,1395000,1129900,1675000,2639400,2259200,3137100,7830400,6484900,9200200
1800,1203900,1062200,1348300,832920,585000,1064800,8.1102,6.2968,9.7899,8.1102,6.4836,9.6493,20.191,15.416,26.024,9.1993,6.2448,12.063,2857800,2308600,3366400,1438200,1174500,1709900,1531600,1163400,1926500,6238300,5135600,7226700,11879000,9903400,13557000,734430,595800,871130,1267800,1052300,1438800,577360,460600,677380,1129300,949800,1298200,3684600,3026700,4202400
1801,1233100,1075600,1363200,1750400,1502500,1977500,16.811,15.024,18.574,16.772,15.177,18.46,44.86,40.073,50.283,23.486,20.595,26.296,6317900,5351600,7624300,3497000,3035400,4160700,3780200,3257000,4602500,11138000,9581500,13064000,24351000,20761000,28554000,1822300,1501600,2241400,2848100,2413400,3337400,1591800,1291000,1919200,2851400,2443500,3386100,8777900,7269400,10350000
1802,1311400,1178100,1446300,1511000,1246000,1748500,15.709,13.892,17.231,15.748,14.223,17.529,37.638,31.961,42.414,20.324,17.404,23.312,5393200,4423700,6480400,2970000,2512500,3514800,3209700,2748500,3911500,10373000,8850400,12302000,21809000,18300000,25576000,1524900,1252200,1823200,2318900,1959000,2692600,1142000,912440,1358900,2052500,1739000,2430000,7343900,6081300,8603900
1803,1351600,1225200,1495300,1219000,961820,1451800,15.197,13.458,16.953,15.984,14.276,17.735,35.105,29.835,40.55,17.672,14.721,20.625,3951100,3080900,4739100,1958200,1585700,2331700,2206000,1785200,2740000,8113700,6711000,9648100,15692000,12721000,18382000,899040,731870,1063700,1498900,1250200,1702100,665760,529070,776440,1284200,1079000,1473600,4373100,3596500,5002200
1804,1287700,1139100,1419100,1395200,1162500,1634000,14.291,12.562,16.087,13.583,11.747,15.021,39.814,34.335,45.298,18.052,15.34,20.651,4939300,3966500,5931600,2705200,2249700,3197300,3256000,2790100,3967400,8842900,7394700,10586000,19593000,16136000,23026000,1376200,1128000,1621900,2272300,1919000,2634500,1227000,987030,1467000,2268500,1933000,2695100,6674200,5511300,7774400
1805,1262500,1117100,1411900,1135600,896430,1386600,14.291,12.613,16.083,14.803,13.145,16.558,32.715,27.293,37.515,16.357,13.267,19.609,3978600,3102500,4772200,2232200,1812600,2651200,2370800,1938900,2938500,8741100,7300100,10454000,16358000,13270000,19205000,1082600,883040,1275500,1746200,1463800,1996000,804240,635190,934140,1541200,1293300,1783700,4984400,4086900,5723500
1806,1540100,1391200,1673200,1270400,1019500,1510900,15.709,14.105,17.545,14.016,12.251,15.574,36.059,31.273,41.376,18.288,15.67,21.165,4537500,3577600,5448100,2629600,2172700,3107800,2799900,2357600,3429000,8324300,6914400,9917900,17659000,14353000,20753000,1171500,958100,1375800,1815900,1524900,2078600,932790,736110,1087000,1646700,1381800,1909000,5652200,4641900,6528200
1807,1453900,1311500,1600400,1091200,849490,1318300,11.102,9.5062,12.868,11.299,9.5845,13.046,30.751,25.434,36.234,16.438,13.753,19.145,3354400,2656600,3982600,1807800,1465900,2149800,1982600,1578500,2468400,6678800,5442700,7830300,13378000,10988000,15442000,869980,708030,1029600,1455000,1212400,1651300,681590,541340,794310,1308700,1099500,1502000,4196400,3449400,4794500
1808,1294500,1139400,1428100,1153500,926490,1409200,12.559,11.062,14.353,14.055,12.491,15.865,34.59,29.865,40.138,17.845,15.018,20.744,3395400,2685700,4034100,1846300,1496600,2196000,1795300,1405400,2242000,6885700,5604200,8113900,14245000,11632000,16537000,829880,674900,982530,1443500,1202600,1638100,663580,527380,773990,1252300,1052400,1437300,4098300,3367900,4679200
1809,1664800,1511500,1807900,1122500,889330,1341500,16.575,14.959,18.507,17.795,16.255,19.64,29.193,24.268,34.772,22.159,19.095,25.155,3480100,2745600,4141600,1837400,1489500,2185300,2057700,1648000,2559700,7747000,6363000,9187000,14656000,11937000,17063000,828840,674050,981320,1356600,1127900,1538500,551710,441250,648530,1146000,963720,1316900,3700100,3039400,4220100
1810,1707800,1575200,1854500,1628900,1374000,1867700,15.394,13.78,17.136,15.315,13.734,17.074,45.992,40.596,50.51,21.671,18.782,24.429,4687200,3713900,5631600,2815200,2359700,3328800,2844400,2400300,3479500,9769500,8275100,11681000,19549000,16091000,22975000,1371400,1124100,1615700,1964800,1653500,2256300,963370,759720,1126600,1747100,1466800,2041500,5769800,4740200,6669400
1811,1681400,1541800,1808500,1855300,1621600,2066700,15.512,13.894,17.466,15.315,13.657,16.937,43.769,38.303,48.369,22.664,19.827,25.104,6668100,5689600,8116600,3598900,3138400,4297300,4302200,3695400,5293300,11738000,10159000,13661000,25752000,22070000,30305000,1946900,1605500,2418700,2907300,2464400,3409400,1626600,1319200,1962800,3057700,2622800,3629800,9368700,7759800,11065000
1812,1891500,1758500,2048000,1466400,1230200,1712800,16.22,14.459,18.084,16.496,14.952,18.125,34.78,29.763,40.182,21.568,18.737,24.584,3844300,3003400,4603800,2033900,1645600,2419500,2124000,1709300,2640200,7805900,6416300,9260300,15259000,12385000,17832000,901270,733700,1066300,1508400,1258500,1713100,642080,510710,749820,1310400,1100900,1504100,4058000,3334500,4631900
1813,1400000,1265500,1540700,1429200,1188000,1668600,10.787,9.0807,12.611,11.339,9.7013,12.934,36.865,31.853,42.165,16.97,13.975,19.38,5099800,4130000,6122500,2930500,2473500,3467300,3424700,2942900,4171700,9037600,7580100,10832000,19747000,16290000,23203000,1489600,1222600,1774200,2198600,1855600,2542400,1123700,896290,1335200,1936800,1635300,2284400,6408000,5282500,7440700
